ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
144-73-7044|30243470149279|Laura|Krueger|F|697 Beard Vista|Franklin|VA|23851|36.6786|-76.9391|13715|Data scientist|1956-08-23|680783302948|adults_50up_female_urban.json
400-51-9308|576364304492|Todd|Gallagher|M|977 Nicole Island Suite 606|Lady Lake|FL|32162|28.9471|-81.9971|74047|Ranger/warden|1966-10-13|724947966374|adults_50up_male_urban.json
019-97-1485|4024318100982537|Cindy|Robinson|F|470 Anna Row Suite 236|Huffman|TX|77336|30.0565|-95.1051|12471|Learning disability nurse|1963-03-17|626355449437|adults_50up_female_urban.json
436-60-9393|30146857494525|Joseph|Booker|M|0833 Marshall Canyon|Jacksonville|AR|72076|34.919|-92.1419|37979|Tax adviser|1993-05-09|171532230484|adults_2550_male_urban.json
879-60-3140|378797729898721|Gina|Aguilar|F|746 Sanchez Vista|Minneapolis|MN|55419|44.9026|-93.2886|1022298|Retail buyer|1998-08-16|696975771974|adults_2550_female_urban.json
372-41-3441|30285839313401|Danielle|Hendrix|F|73771 Bradshaw Loaf Apt. 380|Phoenix|AZ|85037|33.4913|-112.2468|1312922|Music therapist|1968-03-25|653995019954|adults_50up_female_urban.json
053-97-2995|213173383040472|Lisa|Rodgers|F|1236 Martin Road|Morristown|TN|37814|36.2248|-83.3118|50515|Engineer, civil (consulting)|1991-07-09|673283860496|adults_2550_female_urban.json
234-86-5342|30574458257423|Daniel|Moody|M|43934 Clark Fork|Riverside|CA|92507|33.9761|-117.3389|419138|Volunteer coordinator|1975-08-10|406448954786|adults_2550_male_urban.json
592-36-6400|180087139503857|Debra|Gonzalez|F|8193 Julia Alley Suite 672|Round Rock|TX|78664|30.5145|-97.668|103538|Child psychotherapist|1984-06-18|186508457910|adults_2550_female_urban.json
696-56-9042|378843475850803|Katie|Patterson|F|7265 William Springs|Glenview Nas|IL|60026|42.0922|-87.8374|13335|Furniture conservator/restorer|1948-08-20|779086053923|adults_50up_female_urban.json
333-75-6482|373910510656886|James|Soto|M|82265 Gaines Union Apt. 312|Jackson|GA|30233|33.282|-83.9784|23218|Video editor|1992-09-17|685678801654|adults_2550_male_urban.json
124-95-5827|4005166523431944|James|Newton|M|9981 Fuentes Spur Suite 624|Jeanerette|LA|70544|29.9032|-91.6544|11677|English as a foreign language teacher|1942-05-16|883484096484|adults_50up_male_urban.json
302-26-5433|6011341146259546|Ashley|French|F|949 Alan Springs|Cynthiana|KY|41031|38.3964|-84.2949|15886|IT consultant|1980-01-14|301559590365|adults_2550_female_urban.json
667-04-9719|4748041145753395155|Margaret|Nelson|F|67808 Christopher Glens Suite 530|Lady Lake|FL|32159|28.9299|-81.9256|74047|Radiographer, therapeutic|1986-01-29|866386741567|adults_2550_female_urban.json
759-23-9610|3552157231488978|Lorraine|Diaz|F|684 Jacob Port Apt. 888|Lake Stevens|WA|98258|48.0171|-122.0672|30524|Psychologist, occupational|1999-03-28|422348178465|adults_2550_female_urban.json
723-79-9998|676156920289|Tiffany|Gallagher|F|87675 Montes Mountains Apt. 158|Los Angeles|CA|90004|34.0762|-118.3029|2383912|Geophysical data processor|1979-02-22|511637004611|adults_2550_female_urban.json
866-36-7614|3585199076515201|Scott|Lewis|M|368 Johnson Mountains|Saint Petersburg|FL|33710|27.7898|-82.7243|341043|Secretary/administrator|2003-05-23|340470145138|young_adults_male_urban.json
770-54-4286|5435892700698214|Kyle|Lawson|M|5076 Kelly Lodge|Hollywood|FL|33021|26.0218|-80.1891|420284|Geoscientist|1958-12-31|632489951621|adults_50up_male_urban.json
606-70-1735|371774340219709|Spencer|Smith|M|8323 Boyer Passage|Hartford|CT|06106|41.7498|-72.6947|123919|Pharmacologist|1942-03-12|288600819203|adults_50up_male_urban.json
375-21-1660|4741714485906|Rachel|Jones|F|6845 Davis Via Apt. 484|Bangor|ME|04401|44.8242|-68.7918|44899|English as a foreign language teacher|1965-12-08|858105529253|adults_50up_female_urban.json
523-80-3566|3504498189581235|Paul|Dixon|M|3979 Johnson Pine Suite 078|Fort Myers|FL|33907|26.5681|-81.8736|224256|Amenity horticulturist|1947-10-02|628312100462|adults_50up_male_urban.json
037-28-3414|4312517769836717|Timothy|Allen|M|850 Scott Harbor|Houston|TX|77083|29.6947|-95.6511|2906700|Archivist|1961-10-20|949702878589|adults_50up_male_urban.json
794-65-2830|30315421258878|Anthony|Morris|M|24452 Tammy Pines Apt. 481|Sulphur|KY|40070|38.4921|-85.252|582|Sub|1966-01-09|978763808327|adults_50up_male_rural.json
303-69-0808|4009851685052937|Evelyn|Scott|F|3720 Hunter Mission|Omaha|NE|68118|41.2606|-96.1661|518429|Geochemist|1973-08-31|705720671237|adults_50up_female_urban.json
655-33-8596|630434468025|David|Johnson|M|67260 Wesley Place|Long Beach|CA|90810|33.8193|-118.2325|471952|Acupuncturist|1961-06-10|261262703612|adults_50up_male_urban.json
873-15-4767|349707824814941|Diane|Jones|F|496 Garrett Ramp Suite 897|Pompano Beach|FL|33063|26.2674|-80.2092|425636|Architectural technologist|2003-10-25|457841771537|young_adults_female_urban.json
311-74-6223|375900080735010|Erin|Hobbs|F|429 Stephanie Points Suite 839|Lawrenceville|GA|30043|34.0031|-84.0126|228867|Agricultural engineer|2001-06-11|2636096115|young_adults_female_urban.json
029-60-1871|30029028013327|Karen|Smith|F|91488 Steven Village|Orem|UT|84057|40.3134|-111.6953|88528|Engineer, electronics|1958-10-16|965553909348|adults_50up_female_urban.json
867-55-8145|2720495568210691|Amy|Weaver|F|87535 Bennett Flat|Boydton|VA|23917|36.6544|-78.3752|3684|Interpreter|1997-11-13|339213754563|adults_2550_female_urban.json
457-97-5840|4779295740570|Kevin|Herman|M|28855 Bridget Square Apt. 024|Minneapolis|MN|55431|44.8288|-93.3118|1022298|Nurse, mental health|1995-03-06|318106245868|adults_2550_male_urban.json
150-17-5566|213148495110553|Kevin|Drake|M|878 Jones Pines|Monticello|KY|42633|36.8674|-84.8254|20065|Medical illustrator|1961-07-28|508476121617|adults_50up_male_urban.json
789-68-8428|6011216239265727|Philip|Mcclure|M|3807 Mckenzie Green Apt. 149|Theodore|AL|36582|30.5444|-88.1807|24644|Learning mentor|1953-03-25|935511097459|adults_50up_male_urban.json
315-87-7386|3576441507958530|Charles|Donaldson|M|52871 Morrison Highway Suite 424|Sandy Hook|KY|41171|38.1316|-83.0797|5042|Therapist, sports|1967-07-11|530670350400|adults_50up_male_urban.json
427-31-5430|30461138451305|Tracey|Goodman|F|03720 Perry Estate|Griffith|IN|46319|41.5335|-87.4228|18404|Loss adjuster, chartered|1976-07-15|33547182387|adults_2550_female_urban.json
510-47-2323|2259742106646764|David|Guerra|M|6069 Anderson Square|Maryland Heights|MO|63043|38.7229|-90.4474|22367|Contracting civil engineer|1976-12-17|812402725530|adults_2550_male_urban.json
667-45-8819|180023841649795|Juan|Parker|M|18076 Shelley Brook Apt. 035|Houston|TX|77064|29.919|-95.5569|2906700|Neurosurgeon|1976-03-30|93108003835|adults_2550_male_urban.json
614-95-4150|3536116774773130|Mark|Adams|M|70272 Marvin Keys|Port Charlotte|FL|33980|26.984|-82.0589|79008|Teacher, English as a foreign language|1965-12-14|268319225683|adults_50up_male_urban.json
796-88-8301|6517750248399126|Andrew|Ross|M|559 Sarah Pine|Newalla|OK|74857|35.3734|-97.1971|9288|Engineer, materials|1962-04-06|805105335705|adults_50up_male_urban.json
882-46-2966|3535655151927547|Anna|Smith|F|8588 Joshua Drive Suite 804|Fremont|OH|43420|41.3498|-83.1181|30579|Clinical scientist, histocompatibility and immunogenetics|1931-11-15|844320173288|adults_50up_female_urban.json
071-15-6579|213128125954257|Amber|Burton|F|2620 Snyder Stravenue Suite 890|Washington|GA|30673|33.7265|-82.7429|7897|Rural practice surveyor|1946-06-10|279364515815|adults_50up_female_urban.json
311-96-7469|3534330666604525|Nicole|Hall|F|82205 Ian Ville|Gaston|SC|29053|33.8337|-81.1174|18830|Social worker|1971-11-05|163472630499|adults_50up_female_urban.json
789-80-4296|6011053789409862|Javier|Wilson|M|8646 Edwards Trail Apt. 523|Catawba|SC|29704|34.8507|-80.9342|3721|Scientist, research (maths)|1944-12-29|529845720608|adults_50up_male_urban.json
103-21-2002|4270119235737395|Crystal|Lopez|F|92271 Huang Mountains|Geneva|IL|60134|41.886|-88.311|28565|Administrator, Civil Service|1962-04-22|129814843598|adults_50up_female_urban.json
335-26-8098|2609820533775310|Christopher|Hill|M|943 Christopher Summit Apt. 166|Houston|TX|77032|29.9368|-95.3299|2906700|Furniture designer|1955-06-03|277827173736|adults_50up_male_urban.json
861-44-0185|4421787830057522|Robert|Crawford|M|4928 Fuentes Wells|Gray Court|SC|29645|34.5953|-82.1147|9982|Surveyor, insurance|1967-09-22|8924638932|adults_50up_male_urban.json
671-30-0135|675921826532|Nathaniel|Rogers|M|218 Anthony Points|Lubbock|TX|79414|33.5497|-101.9187|254282|Osteopath|1991-09-25|922383126615|adults_2550_male_urban.json
140-80-4467|4214749354941094|Kathleen|Watson|F|769 Berry Valleys Apt. 870|Chicago|IL|60660|41.9909|-87.6629|2680484|Tree surgeon|1980-09-30|681136794502|adults_2550_female_urban.json
376-35-2647|36293177077236|Mary|Barnett|F|9416 Benjamin Creek Suite 915|Westville|IN|46391|41.5365|-86.9013|9726|Psychologist, prison and probation services|1997-12-14|112509319830|adults_2550_female_urban.json
837-25-0505|371605050351839|Vanessa|Mccarthy|F|0081 Frank Divide|Englewood|FL|34224|26.92|-82.3048|32269|Sports coach|1961-08-14|269527204927|adults_50up_female_urban.json
844-72-0249|630455642458|Patricia|Liu|F|723 Garcia Drive|Graham|WA|98338|47.0246|-122.2936|24098|Horticultural therapist|1970-12-08|726565528299|adults_50up_female_urban.json
662-93-2867|6011673366053898|Diana|Stewart|F|054 Jeffrey Ford Suite 153|Salinas|CA|93908|36.6011|-121.6729|182180|Mental health nurse|1992-05-20|940406559310|adults_2550_female_urban.json
610-44-3772|3555928151547366|Steven|Lee|M|66520 Luis Groves|Arkdale|WI|54613|44.0529|-89.8962|1826|Optician, dispensing|1967-10-15|154995508272|adults_50up_male_rural.json
011-46-5006|4322556001018|Eduardo|Peterson|M|364 Steven Pass Apt. 623|Easton|PA|18042|40.6516|-75.224|83703|Dancer|1985-07-08|626198302935|adults_2550_male_urban.json
570-53-1594|213186359124708|Donald|Lee|M|0214 Christine Court|Reading|MA|01867|42.528|-71.109|23956|Herbalist|1929-05-15|647659234570|adults_50up_male_urban.json
808-20-1517|4710191540224806426|Adam|Dickerson|M|32002 Palmer Radial Suite 007|New York City|NY|10027|40.8116|-73.955|1577385|Energy manager|1970-12-31|296192968500|adults_50up_male_urban.json
341-25-8791|4013611506475665|Anna|Bishop|F|10764 Perez Bypass Apt. 618|Sandy Hook|KY|41171|38.1316|-83.0797|5042|Gaffer|1987-03-29|438237735671|adults_2550_female_urban.json
283-94-8733|4460081184650328|Trevor|Wiley|M|2615 Flowers Grove Apt. 314|Aurora|MO|65605|36.8835|-93.6919|12136|Probation officer|2003-03-21|577262284346|young_adults_male_urban.json
287-98-6615|4486301884455|Ryan|Villegas|M|252 Walker Drive|Mentor|OH|44060|41.6895|-81.3421|60211|Systems analyst|1957-05-20|297947237449|adults_50up_male_urban.json
124-30-0624|4294723900671|Cody|Rowland|M|2442 John Track|Augusta|GA|30905|33.413|-82.1337|202193|Chemist, analytical|1997-11-01|97281038128|adults_2550_male_urban.json
192-58-7917|4217697970990|Michael|Newman|M|20597 Santiago Ville Suite 542|Scottdale|PA|15683|40.1029|-79.593|8248|Publishing copy|1993-01-25|243625603065|adults_2550_male_urban.json
356-67-1807|6011081832815959|Jimmy|Reynolds|M|879 Powell Camp Suite 912|Columbia|SC|29206|34.0247|-80.9532|333497|Production engineer|1995-02-17|891490606363|adults_2550_male_urban.json
884-18-8201|213146358593212|Amy|Hawkins|F|5768 Darrell Place Apt. 926|Sioux City|IA|51109|42.5173|-96.4803|85884|Risk manager|2000-10-27|601179328890|young_adults_female_urban.json
798-79-8531|345519657816917|Pamela|Kemp|F|40415 Michael Path|Norwalk|CT|06854|41.0957|-73.4285|85422|Chiropodist|1975-05-18|516202834060|adults_2550_female_urban.json
186-55-8423|3500582093574412|Kelsey|Mitchell|F|507 Jennifer Cliffs Suite 804|Evansville|IN|47712|37.929|-87.6604|182901|Pensions consultant|1988-06-25|499726011123|adults_2550_female_urban.json
080-13-9046|30288435979039|Jade|Cooper|F|9986 Trevor Park|Macomb|MO|65702|37.1049|-92.4821|473|Scientist, research (life sciences)|2006-06-18|776629903130|young_adults_female_rural.json
770-04-3715|5159532508580420|James|Hayes|M|668 Jill Terrace Suite 746|Normal|IL|61761|40.5124|-88.9883|52879|Educational psychologist|1970-03-07|675712802435|adults_50up_male_urban.json
427-73-2101|4584035262120407840|Debra|Ruiz|F|31539 Edward Villages|Charleston|SC|29407|32.7993|-80.006|195110|Gaffer|1970-11-22|803302811067|adults_50up_female_urban.json
045-52-3276|36315869045138|Caitlyn|Lewis|F|71834 Barry Light|Clifton Heights|PA|19018|39.9218|-75.2876|23360|Financial controller|1969-08-25|66474960384|adults_50up_female_urban.json
158-56-8145|3507941428248832|Anita|Hill|F|204 Christopher View Apt. 794|Roscoe|IL|61073|42.4217|-88.9943|20052|Therapist, occupational|1933-08-12|10779099363|adults_50up_female_urban.json
842-02-6770|373479576513969|Amber|Lewis|F|10703 Justin Dale|Huntington|WV|25705|38.4096|-82.369|74975|Programme researcher, broadcasting/film/video|1958-01-13|127526523697|adults_50up_female_urban.json
655-17-4928|6011948418498691|Sarah|Edwards|F|501 Graham Ridge|Los Angeles|CA|90011|34.0079|-118.2582|2383912|Programmer, multimedia|1952-12-28|955363894859|adults_50up_female_urban.json
360-27-6822|3566961702775910|Tristan|Smith|M|8351 Mendoza Avenue|Minneapolis|MN|55406|44.9384|-93.2214|1022298|Civil Service fast streamer|1962-05-20|257810398004|adults_50up_male_urban.json
506-60-5446|6586959467385221|Ashley|Chavez|F|5807 Caroline Wall Apt. 645|Butler|NJ|07405|40.9988|-74.4261|17701|Psychologist, counselling|1987-02-11|58900329808|adults_2550_female_urban.json
160-36-6500|4668051194725949|Tiffany|Ramos|F|612 Lambert Passage Suite 314|Rialto|CA|92376|34.1132|-117.3771|101505|Accountant, chartered certified|1994-05-07|764004581782|adults_2550_female_urban.json
033-24-3810|36736051713649|Donald|Lynch|M|64997 Miller Hills|Hampton|VA|23669|37.0436|-76.3426|136895|Operational researcher|1967-02-06|781977690788|adults_50up_male_urban.json
765-44-5679|3569231831425606|Cheryl|Davis|F|3391 Santos Spring|Elkhart|TX|75839|31.648|-95.5551|5069|Secretary/administrator|1975-08-08|23255291684|adults_2550_female_urban.json
070-87-5381|4485487439002085|Robert|Jacobs|M|96466 White Port Suite 182|Hialeah|FL|33012|25.8654|-80.3059|347944|Publishing copy|1964-09-06|847496295923|adults_50up_male_urban.json
706-28-0693|30141747157499|Leslie|Conner|F|472 Tiffany Mews Suite 117|Kernersville|NC|27284|36.1165|-80.0831|51136|Operational investment banker|1976-01-20|296661735259|adults_2550_female_urban.json
016-22-7307|3504986111724782|Theresa|Jensen|F|653 Hardin Common Apt. 400|Nashville|TN|37211|36.0725|-86.724|431336|Chemist, analytical|1947-10-18|153433279299|adults_50up_female_urban.json
159-75-8237|3554817267312933|Diane|King|F|17456 Dustin Mall|Sierra Vista|AZ|85650|31.4892|-110.2153|50006|Public house manager|1988-09-05|76649367255|adults_2550_female_urban.json
036-52-2451|060496317862|Dawn|Burke|F|43966 Joyce Alley Suite 780|Miami|FL|33130|25.7672|-80.2059|1737737|Advertising account planner|1970-07-24|859278008450|adults_50up_female_urban.json
207-06-3134|4257510819390154050|Terry|Roman|F|9595 Ashley Islands|Auburn|NY|13021|42.93|-76.5626|41239|Engineer, land|1946-04-02|384685278596|adults_50up_female_urban.json
461-54-9840|4941586319590354|Jonathan|Barker|M|2248 John Ports|Hawley|MN|56549|46.9777|-96.4092|4508|Contracting civil engineer|1994-12-30|827150305390|adults_2550_male_urban.json
267-24-8499|30276511402000|Morgan|Douglas|F|06526 Burns Mount|Ridgeland|SC|29936|32.4868|-80.9257|13354|Phytotherapist|1961-09-14|266195576873|adults_50up_female_urban.json
812-15-7592|5143410628647925|Curtis|Mendoza|M|14788 Kevin Glens Apt. 564|Rainier|WA|98576|46.8829|-122.6795|4667|Consulting civil engineer|1999-07-17|323835888165|adults_2550_male_urban.json
632-86-6990|3559151161314893|Jeremiah|Jones|M|1462 Sarah Street Apt. 371|Lancaster|NY|14086|42.9017|-78.6631|31847|Surveyor, building|1957-09-29|656872502179|adults_50up_male_urban.json
152-60-6508|6526853074401435|Jennifer|Wade|F|690 Joshua Meadow Suite 645|West Bend|WI|53095|43.4224|-88.1845|49012|Armed forces training and education officer|1932-07-10|631901211720|adults_50up_female_urban.json
470-10-8296|3531947235248808|John|Davis|M|14291 Jones Passage Suite 212|Arcadia|CA|91006|34.1324|-118.0264|65810|Immigration officer|1977-02-27|623752272342|adults_2550_male_urban.json
650-67-1900|373248319159426|Laura|Long|F|7299 Jackson Trafficway Suite 071|Chicago|IL|60629|41.7781|-87.7069|2680484|Scientist, marine|1990-10-18|899763916390|adults_2550_female_urban.json
828-77-7252|348513290971376|Nicole|Lewis|F|583 Allen Points Suite 972|Los Angeles|CA|90001|33.9731|-118.2479|2383912|Radio broadcast assistant|1985-09-17|633360790824|adults_2550_female_urban.json
218-40-5839|676248326164|John|Baker|M|794 Dunn Mills Suite 786|Brooklyn|NY|11211|40.7095|-73.9563|2504700|Financial trader|1941-02-08|35502207876|adults_50up_male_urban.json
545-19-0578|3504683227359476|Bradley|Bates|M|40109 Espinoza Shoal Suite 799|Brooklyn|NY|11232|40.6521|-74.0018|2504700|Administrator, charities/voluntary organisations|1992-12-30|901792414704|adults_2550_male_urban.json
729-25-7690|060474348756|Melissa|Williams|F|809 Murphy Junction|Mililani|HI|96789|21.4531|-158.0174|54129|Teacher, adult education|1996-06-16|313676040807|adults_2550_female_urban.json
740-09-6283|180016357720893|Joel|Harvey|M|1645 George Fork|Milwaukee|WI|53213|43.0488|-88.0015|817312|Trade union research officer|1965-01-04|874226155429|adults_50up_male_urban.json
073-51-1391|2720958824278109|Joshua|Brown|M|5371 Jackson Mountains|Deerfield Beach|FL|33442|26.3124|-80.1412|54913|Oncologist|1995-06-29|913086005395|adults_2550_male_urban.json
749-32-7159|4443327885574925|Roger|Carney|M|7730 James Meadow|Marianna|AR|72360|34.7759|-90.7785|6466|Armed forces technical officer|1969-07-24|112700258620|adults_50up_male_urban.json
369-05-8418|30551739920516|Michael|Clements|M|88874 Green Stravenue Apt. 318|Panama City Beach|FL|32413|30.3105|-85.9106|22475|Community development worker|1969-05-27|305229283414|adults_50up_male_urban.json
668-88-7935|4919756832678|Alan|Stuart|M|876 Michelle Path Suite 547|San Francisco|CA|94118|37.7812|-122.4614|805301|Conservator, museum/gallery|1986-12-01|228200847847|adults_2550_male_urban.json
197-04-8539|348870567680209|Christina|Ramos|F|31227 William Common|Los Angeles|CA|90039|34.1121|-118.2594|2383912|Administrator|1966-10-28|616586347828|adults_50up_female_urban.json
807-60-1005|4448077383450|Colin|Nguyen|M|9685 Wade Springs|Orlando|FL|32836|28.4115|-81.525|878243|Engineer, automotive|1977-03-10|921456366110|adults_2550_male_urban.json
015-45-0720|346866765640609|Alexandra|Cisneros|F|37400 May Fork|Memphis|TN|38119|35.0821|-89.8501|697385|Visual merchandiser|2000-07-19|292652245747|young_adults_female_urban.json
